2016-07-23 14:05:45.428558, 2016-07-26 22:14:19.714272
2016-07-26 22:14:19.714272, 2016-07-30 06:22:53.999986
2016-07-30 06:22:53.999987, 2016-08-05 22:40:02.571415
2016-08-05 22:40:02.571415, 2016-08-12 14:57:11.142843
2016-08-12 14:57:11.142844, 2016-08-19 07:14:19.714272
2016-08-19 07:14:19.714272, 2016-08-25 23:31:28.285700
2016-08-25 23:31:28.285701, 2016-09-08 08:05:45.428558
2016-09-08 08:05:45.428558, 2016-09-21 16:40:02.571415
2016-09-21 16:40:02.571415, 2016-10-05 01:14:19.714272
2016-10-05 01:14:19.714272, 2016-10-18 09:48:36.857129
2016-10-18 09:48:36.857129, 2016-10-31 18:22:53.999986
2016-10-31 18:22:53.999986, 2016-11-14 02:57:11.142843
2016-11-14 02:57:11.142843, 2016-11-27 11:31:28.285700
2016-11-27 11:31:28.285700, 2016-12-10 20:05:45.428557
2016-12-10 20:05:45.428557, 2016-12-24 04:40:02.571414
2016-12-24 04:40:02.571414, 2017-01-06 13:14:19.714271
2017-01-06 13:14:19.714271, 2017-01-19 21:48:36.857128
2017-01-19 21:48:36.857128, 2017-02-02 06:22:53.999985
2017-02-02 06:22:53.999985, 2017-02-15 14:57:11.142842
2017-02-15 14:57:11.142842, 2017-02-28 23:31:28.285699
2017-02-28 23:31:28.285699, 2017-03-14 08:05:45.428556
2017-03-14 08:05:45.428556, 2017-03-27 16:40:02.571413
2017-03-27 16:40:02.571413, 2017-04-10 01:14:19.714270
2017-04-10 01:14:19.714270, 2017-04-23 09:48:36.857127
2017-04-23 09:48:36.857127, 2017-05-06 18:22:53.999984
2017-05-06 18:22:53.999984, 2017-05-20 02:57:11.142841
2017-05-20 02:57:11.142841, 2017-06-02 11:31:28.285698
2017-06-02 11:31:28.285698, 2017-06-15 20:05:45.428555
2017-06-15 20:05:45.428555, 2017-06-29 04:40:02.571412
2017-06-29 04:40:02.571412, 2017-07-12 13:14:19.714269
2017-07-12 13:14:19.714269, 2017-07-25 21:48:36.857126
2017-07-25 21:48:36.857126, 2017-08-08 06:22:53.999983
2017-08-08 06:22:53.999983, 2017-08-21 14:57:11.142840
2017-08-21 14:57:11.142840, 2017-09-03 23:31:28.285697
2017-09-03 23:31:28.285697, 2017-09-17 08:05:45.428554
2017-09-17 08:05:45.428554, 2017-09-30 16:40:02.571411
2017-09-30 16:40:02.571411, 2017-10-14 01:14:19.714268
2017-10-14 01:14:19.714268, 2017-10-27 09:48:36.857125
2017-10-27 09:48:36.857125, 2017-11-09 18:22:53.999982
2017-11-09 18:22:53.999982, 2017-11-23 02:57:11.142839
2017-11-23 02:57:11.142839, 2017-12-06 11:31:28.285696
2017-12-06 11:31:28.285696, 2017-12-19 20:05:45.428553
2017-12-19 20:05:45.428553, 2018-01-02 04:40:02.571410
2018-01-02 04:40:02.571410, 2018-01-15 13:14:19.714267
2018-01-15 13:14:19.714267, 2018-01-28 21:48:36.857124
2018-01-28 21:48:36.857124, 2018-02-11 06:22:53.999981
2018-02-11 06:22:53.999981, 2018-02-24 14:57:11.142838
2018-02-24 14:57:11.142838, 2018-03-09 23:31:28.285695
2018-03-09 23:31:28.285695, 2018-03-23 08:05:45.428552
2018-03-23 08:05:45.428552, 2018-04-05 16:40:02.571409
2018-04-05 16:40:02.571409, 2018-04-19 01:14:19.714266
2018-04-19 01:14:19.714266, 2018-05-02 09:48:36.857123
2018-05-02 09:48:36.857123, 2018-05-15 18:22:53.999980
